All,Kõik,module,Magento_AdminGws
None,Puudub,module,Magento_AdminGws
"Allowed Scopes","Lubatud ulatused",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","Vajate rohkem õiguseid, et seda üksust kustutada: %1.",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","Vajate rohkem õiguseid, et osasid uuendusi rakendada.",module,Magento_AdminGws
"Please assign this entity to a store view.","Palun määrata selle olemi poe vaade.",module,Magento_AdminGws
"You can create orders only in an active store.","Tellimusi saate luua ainult aktiivses poes.",module,Magento_AdminGws
"Please assign this item to a store view.","Palun määrata selle olemi poe vaade.",module,Magento_AdminGws
"You need more permissions to save this item.","Vajate rohkem õiguseid, et seda üksust salvestada.",module,Magento_AdminGws
"You need more permissions to delete this item.","Vajate rohkem õiguseid, et seda üksust kustutada.",module,Magento_AdminGws
"You need more permissions to view this item.","Vajate rohkem õiguseid, et seda üksust vaadata.",module,Magento_AdminGws
"Please specify at least one website or one store group.","Palun määrake vähemalt üks sait või poe-grupp.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","Vajate rohkem õigusi, et anda rollile kõiki õiguseid.",module,Magento_AdminGws
"Incorrect website ID: %1","Vale Veebilehe ID: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Vajate rohkem õiguseid, et seda lehte ""%1"" vaadata.",module,Magento_AdminGws
"Incorrect store ID: %1","Vale poe ID: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","Vajate rohkem õiguseid, et seda sätet salvestada.",module,Magento_AdminGws
"Role Scopes","Rolli ulatused",module,Magento_AdminGws
Custom,Kohandatud,module,Magento_AdminGws
"Read Details","Loe lähemalt",module,Magento_AdminNotification
"Mark as Read","Märgi loetuks",module,Magento_AdminNotification
"Are you sure?",Kindel?,module,Magento_AdminNotification
Remove,Eemalda,module,Magento_AdminNotification
"Messages Inbox","Saabunud teated",module,Magento_AdminNotification
"You have %1 new system messages","Teil on %1 uut sõnumit",module,Magento_AdminNotification
"You have %1 new system message","Teile on %1 uus sõnum",module,Magento_AdminNotification
"Incoming Message","Uus sõnum",module,Magento_AdminNotification
close,sulge,module,Magento_AdminNotification
Notifications,Teavitused,module,Magento_AdminNotification
"The message has been marked as Read.","Sõnum on märgitud loetuks.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Me ei saa märkida sõnumit loetuks vea tõttu.",module,Magento_AdminNotification
"Please select messages.","Vali sõnumid.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","%1 kirjet on märgitud loetuks.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Kokku %1 kirje(t) kustutati.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Me ei saanud tõrke tõttu sõnumeid eemaldada.",module,Magento_AdminNotification
"The message has been removed.","Sõnum on kustutatud.",module,Magento_AdminNotification
"1 Hour","1 tund",module,Magento_AdminNotification
"2 Hours","2 tundi",module,Magento_AdminNotification
"6 Hours","6 tundi",module,Magento_AdminNotification
"12 Hours","12 tundi",module,Magento_AdminNotification
"24 Hours","24 tundi",module,Magento_AdminNotification
critical,kriitiline,module,Magento_AdminNotification
major,oluline,module,Magento_AdminNotification
minor,tühine,module,Magento_AdminNotification
notice,teavitus,module,Magento_AdminNotification
"Wrong message type","Vale sõnumi tüüp",module,Magento_AdminNotification
"Wrong notification ID specified.","Valisite vale teate ID.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} kasutamine baasURL-i / turvalise baasURL-i defineerimiseks avatud poes ei ole soovitatav. Sestap oleks mõistlik muuta väärtus Magento <a href=""%1>seadetest</a> millekski muuks.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1.","Vähemalt üks vahemälu tüüpidest on kehtetu: %1.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Palun minge <a href=""%1""> Vahemälu haldamisse</a> ja värskenda vahemälu tüübid.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Me ei saanud üht või mitut meedafaili sünkroniseerida. Vaadake üksikasju logifailist.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Meedia hoiukohta sünkroonimine on lõpule viidud.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Teie veebiserver on valesti seadistatud ja võimaldab volitamata juurdepääsu tundlikele failidele. Võtke ühendust oma teenusepakkujaga.",module,Magento_AdminNotification
"System Messages:",Süsteemisõnumid:,module,Magento_AdminNotification
"Critical System Messages","Kriitilised süsteemisõnumid",module,Magento_AdminNotification
"Major System Messages","Üldised süsteemisõnumid",module,Magento_AdminNotification
"System messages",Süsteemisõnumid,module,Magento_AdminNotification
Close,Sulge,module,Magento_AdminNotification
"See All (","Vaata kõiki (",module,Magento_AdminNotification
unread),lugemata),module,Magento_AdminNotification
"Show Toolbar","Kuva tööriistariba",module,Magento_AdminNotification
"Show List","Kuva loend",module,Magento_AdminNotification
"Use HTTPS to Get Feed","Voo saamiseks kasuta HTTPS",module,Magento_AdminNotification
"Update Frequency","Uuenduste sagedus",module,Magento_AdminNotification
"Last Update","Viimane uuendus",module,Magento_AdminNotification
Severity,Raskusaste,module,Magento_AdminNotification
"Date Added",Lisamiskuupäev,module,Magento_AdminNotification
Message,Sõnum,module,Magento_AdminNotification
Actions,Toimingud,module,Magento_AdminNotification
"Manage Shopping Cart","Halda ostukorvi",module,Magento_AdvancedCheckout
"Create Order","Uus tellimus",module,Magento_AdvancedCheckout
Back,Tagasi,module,Magento_AdvancedCheckout
"Add Products","Lisa toode",module,Magento_AdvancedCheckout
"Update Items and Quantities","Värskenda artikleid ja koguseid",module,Magento_AdvancedCheckout
"Are you sure you want to clear your cart?","Kas soovite tühjendada oma ostukorvi?",module,Magento_AdvancedCheckout
"Clear my shopping cart","Tühjenda ostukorv",module,Magento_AdvancedCheckout
"Add selections to my cart","Lisa valik minu ostukorvi",module,Magento_AdvancedCheckout
Cancel,Tühista,module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","%1 ostukorv %2 poes.",module,Magento_AdvancedCheckout
"Select products you want to buy","Valige tooted mida soovite osta",module,Magento_AdvancedCheckout
Product,Toode,module,Magento_AdvancedCheckout
Price,Hind,module,Magento_AdvancedCheckout
Quantity,Kogus,module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","Tooted võrdluslistis (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","Viimati tellitud kaubad (%1)",module,Magento_AdvancedCheckout
Products,Tooted,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
SKU,Laokood,module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Viimati võrreldud tooted (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Viimati vaadatud tooted (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Lisa ostukorvi SKU alusel",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Lisa ostukorvi",module,Magento_AdvancedCheckout
"Wish List (%1)","Soovinimekiri (%1)",module,Magento_AdvancedCheckout
Apply,Rakenda,module,Magento_AdvancedCheckout
Configure,Seadista,module,Magento_AdvancedCheckout
"Add to Order by SKU","Lisa tellimusse SKU alusel",module,Magento_AdvancedCheckout
"Add to Order","Lisa tellimusele",module,Magento_AdvancedCheckout
"Add Products to Order","Lisa tooteid tellimusse",module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> toote(d) vajavad tähelepanu.</span>",module,Magento_AdvancedCheckout
"Remove All","Eemalda kõik",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Lattu jäänud vaid %1%2%3",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","Iga ostu kohta saate neid osta %1.",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.","Ostu miinimumkogus nende puhul on %1.",module,Magento_AdvancedCheckout
"Specify the product's options.","Määrata toote Valikud.",module,Magento_AdvancedCheckout
"Alert me when this item is available.","Teavita mind, kui see kaup on saadaval.",module,Magento_AdvancedCheckout
"We can't find this customer.","Kahjuks me ei suutnud klienti leida.",module,Magento_AdvancedCheckout
